nameCn,nameEn,objectTypeName,description,property.statistic_period,property.capacity_value,property.wafer_size,property.market_region,property.data_source,property.company_name,property.segment,property.metric_name,property.previous_period_value,property.next_period_value
Infineon 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,984812.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Infineon,all,installed_wafer_capacity,906562.5,1092312.5
Infineon 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,56500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Infineon,逻辑与微器件,logic_micro_capacity,,
InnoScience Inc. 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,38500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,InnoScience Inc.,all,installed_wafer_capacity,,
Intel 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,345375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Intel,foundry,foundry_installed_capacity,,
Intel 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,886500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Intel,总计,capacity_by_geometry,,
Intel 2026Q4 geometry capacity 006-007 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,371250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Intel,006-007,capacity_by_geometry,,
Intel 2026Q4 geometry capacity ≤0.02μm (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,211500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Intel,≤0.02μm,capacity_by_geometry,,
Intel 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,886500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Intel,all,installed_wafer_capacity,874125,924750
Intel 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,885375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Intel,逻辑与微器件,logic_micro_capacity,,
Japan Semiconductor 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,106437.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Japan Semiconductor,all,installed_wafer_capacity,,
Japan Semiconductor 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,98000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Japan Semiconductor,逻辑与微器件,logic_micro_capacity,,
Jiangsu Advanced Memory Semiconductor Corp. 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,2250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Jiangsu Advanced Memory Semiconductor Corp.,存储器,memory_capacity,,
Jiangsu CAS-IGBT Technology 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,45000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Jiangsu CAS-IGBT Technology,foundry,foundry_installed_capacity,,
Jiangsu CAS-IGBT Technology 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,45000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Jiangsu CAS-IGBT Technology,all,installed_wafer_capacity,,
"Jiangsu JieJie Microelectronics Co.,Ltd. 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,137750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Jiangsu JieJie Microelectronics Co.,Ltd.",all,installed_wafer_capacity,,
Jiangxi Yuhongjin Material Technology (YHJ) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,45000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Jiangxi Yuhongjin Material Technology (YHJ),all,installed_wafer_capacity,,
Jilin Sino-Microelectronics Co. Ltd. 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,49218.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Jilin Sino-Microelectronics Co. Ltd.,all,installed_wafer_capacity,,
Kioxia/WD (was Flash Alliance) 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,1341027.884615385,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),总计,capacity_by_geometry,,
Kioxia/WD (was Flash Alliance) 2026Q4 geometry capacity 011-016 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,252000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),011-016,capacity_by_geometry,,
Kioxia/WD (was Flash Alliance) 2026Q4 geometry capacity 017-020 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,1089027.884615385,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),017-020,capacity_by_geometry,,
Kioxia/WD (was Flash Alliance) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,1341027.884615385,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),all,installed_wafer_capacity,1410777.884615385,1244840.384615385
Kioxia/WD (was Flash Alliance) 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,1341027.884615385,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),存储器,memory_capacity,,
"LAPIS Semiconductor Co, Ltd 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,82843.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"LAPIS Semiconductor Co, Ltd",all,installed_wafer_capacity,,
"LAPIS Semiconductor Co, Ltd 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,68750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"LAPIS Semiconductor Co, Ltd",逻辑与微器件,logic_micro_capacity,,
Littelfuse 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,8000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Littelfuse,逻辑与微器件,logic_micro_capacity,,
Lumileds 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,50625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Lumileds,all,installed_wafer_capacity,,
"Macronix International Co., Ltd. (MXIC) 2026Q4 foundry installed capacity foundry (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,46000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Macronix International Co., Ltd. (MXIC)",foundry,foundry_installed_capacity,,
"Macronix International Co., Ltd. (MXIC) 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,111250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Macronix International Co., Ltd. (MXIC)",all,installed_wafer_capacity,,
"Macronix International Co., Ltd. (MXIC) 2026Q4 memory capacity 存储器 (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,111250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Macronix International Co., Ltd. (MXIC)",存储器,memory_capacity,,
Microchip 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,135656.25,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Microchip,all,installed_wafer_capacity,,
Microchip 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,127375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Microchip,逻辑与微器件,logic_micro_capacity,,
Micron 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,1386000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Micron,总计,capacity_by_geometry,,
Micron 2026Q4 geometry capacity 011-016 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,837000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Micron,011-016,capacity_by_geometry,,
Micron 2026Q4 geometry capacity 017-020 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,497250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Micron,017-020,capacity_by_geometry,,
Micron 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,1386000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Micron,all,installed_wafer_capacity,1347750,1462500
Micron 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,1386000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Micron,存储器,memory_capacity,,
Minebea Mitsumi 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,42812.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Minebea Mitsumi,all,installed_wafer_capacity,,
Minebea Mitsumi 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,19687.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Minebea Mitsumi,逻辑与微器件,logic_micro_capacity,,
Mitsubishi Electric 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,207187.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Mitsubishi Electric,总计,capacity_by_geometry,,
Mitsubishi Electric 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,207187.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Mitsubishi Electric,all,installed_wafer_capacity,,
"Murata Manufacturing Company, Ltd. 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,45507.8125,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Murata Manufacturing Company, Ltd.",all,installed_wafer_capacity,,
NVE - Non Volatilie Electronic Corporation 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,562.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,NVE - Non Volatilie Electronic Corporation,存储器,memory_capacity,,
NXP 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,137000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,NXP,all,installed_wafer_capacity,,
NXP 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,67000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,NXP,逻辑与微器件,logic_micro_capacity,,
"Nanjing Guosheng Electronic Co., Ltd. 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,83750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Nanjing Guosheng Electronic Co., Ltd.",all,installed_wafer_capacity,,
Nanya Technology 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,128250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Nanya Technology,all,installed_wafer_capacity,,
Nanya Technology 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,128250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Nanya Technology,存储器,memory_capacity,,
New Japan Radio 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,9796.875,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,New Japan Radio,逻辑与微器件,logic_micro_capacity,,
Nexchip 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,373500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Nexchip,foundry,foundry_installed_capacity,,
Nexchip 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,373500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Nexchip,总计,capacity_by_geometry,,
Nexchip 2026Q4 geometry capacity 047-079 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,247500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Nexchip,047-079,capacity_by_geometry,,
Nexchip 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,373500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Nexchip,all,installed_wafer_capacity,,
Nexperia 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,114812.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Nexperia,all,installed_wafer_capacity,,
Nichia Corporation 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,152468.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Nichia Corporation,总计,capacity_by_geometry,,
Nichia Corporation 2026Q4 geometry capacity 810-1300 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,142468.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Nichia Corporation,810-1300,capacity_by_geometry,,
Nichia Corporation 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,152468.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Nichia Corporation,all,installed_wafer_capacity,,
Ningbo Semiconductor International Corporation (NSI) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,42500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Ningbo Semiconductor International Corporation (NSI),all,installed_wafer_capacity,,
Nisshinbo 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,14375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Nisshinbo,逻辑与微器件,logic_micro_capacity,,
Nuvoton Technology 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,28687.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Nuvoton Technology,逻辑与微器件,logic_micro_capacity,,
Optimal Perenni 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,51750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Optimal Perenni,foundry,foundry_installed_capacity,,
Optimal Perenni 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,51750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Optimal Perenni,all,installed_wafer_capacity,,
Optimal Perenni 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,51750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Optimal Perenni,逻辑与微器件,logic_micro_capacity,,
Panjit International 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,88312.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Panjit International,all,installed_wafer_capacity,,
