nameCn,nameEn,objectTypeName,description,property.capex_amount,property.currency,property.period,property.capex_category,property.region,property.capacity_or_technology_purpose,property.data_source,property.company_name,property.previous_period_value,property.next_period_value,property.facility_name,property.facility_record_id,property.source_sheet,source_url
SUNY Polytechnic Institute - NanoFab South Annex (NFS-Annex) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,320,USD million,project,project_total_cost,美洲,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,SUNY Polytechnic Institute,,,SUNY Polytechnic Institute - NanoFab South Annex (NFS-Annex),2233,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
SUNY Polytechnic Institute - NanoFab South (NFS) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,650,USD million,project,project_total_cost,美洲,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,SUNY Polytechnic Institute,,,SUNY Polytechnic Institute - NanoFab South (NFS),1943,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
SUNY Polytechnic Institute - NanoFab Xtension (NFX) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,60,USD million,project,project_total_cost,美洲,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,SUNY Polytechnic Institute,,,SUNY Polytechnic Institute - NanoFab Xtension (NFX),3359,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
SUNY Polytechnic Institute - NanoFab North (NFN) - SiC Line project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,85,USD million,project,project_total_cost,美洲,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,SUNY Polytechnic Institute,,,SUNY Polytechnic Institute - NanoFab North (NFN) - SiC Line,3882,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
SUNY Polytechnic Institute - NanoFab East (NFE) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,100,USD million,project,project_total_cost,美洲,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,SUNY Polytechnic Institute,,,SUNY Polytechnic Institute - NanoFab East (NFE),3358,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
SUNY Polytechnic Institute - NanoFab Central (NFC) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,150,USD million,project,project_total_cost,美洲,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,SUNY Polytechnic Institute,,,SUNY Polytechnic Institute - NanoFab Central (NFC),2231,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Suzhou Etern-Laser - Suzhou project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,13,USD million,project,project_total_cost,中国,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Suzhou Etern-Laser,,,Suzhou Etern-Laser - Suzhou,6532,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Systems on Silicon Manufacturing Co. Pte. Ltd. (SSMC) - SSMC (JV with NXP) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,224,USD million,project,project_total_cost,SE Asia,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Systems on Silicon Manufacturing Co. Pte. Ltd. (SSMC),,,Systems on Silicon Manufacturing Co. Pte. Ltd. (SSMC) - SSMC (JV with NXP),1674,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Taiwan Semiconductor - Letzer Fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,50,USD million,project,project_total_cost,中国台湾,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Taiwan Semiconductor,,,Taiwan Semiconductor - Letzer Fab,2552,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Taiwan Semiconductor - Yilan fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,32,USD million,project,project_total_cost,中国台湾,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Taiwan Semiconductor,,,Taiwan Semiconductor - Yilan fab,2513,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Taiwan-Asia Semiconductor Corporation (TASC) - Fab 2 SiC Line (ProAsia) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,93,USD million,project,project_total_cost,中国台湾,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Taiwan-Asia Semiconductor Corporation (TASC),,,Taiwan-Asia Semiconductor Corporation (TASC) - Fab 2 SiC Line (ProAsia),6634,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Taiwan-Asia Semiconductor Corporation (TASC) - Fab 2 GaN Line (Champ-Asia) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,42,USD million,project,project_total_cost,中国台湾,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Taiwan-Asia Semiconductor Corporation (TASC),,,Taiwan-Asia Semiconductor Corporation (TASC) - Fab 2 GaN Line (Champ-Asia),6635,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Taiyo Yuden - Tokorozawa Plant project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,40,USD million,project,project_total_cost,日本,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Taiyo Yuden,,,Taiyo Yuden - Tokorozawa Plant,3850,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Taiyo Yuden - Ome fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,60,USD million,project,project_total_cost,日本,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Taiyo Yuden,,,Taiyo Yuden - Ome fab,296,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TankeBlue Semiconductor - Bejing fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,22,USD million,project,project_total_cost,中国,EPI,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TankeBlue Semiconductor,,,TankeBlue Semiconductor - Bejing fab,5055,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Tata Electronics - Dholera fab (Phase 1 & 2) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10300,USD million,project,project_total_cost,SE Asia,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Tata Electronics,,,Tata Electronics - Dholera fab (Phase 1 & 2),6527,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TDK Corporation - Asama Techno Factory project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,42,USD million,project,project_total_cost,日本,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TDK Corporation,,,TDK Corporation - Asama Techno Factory,3830,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TDK Corporation - TDK-Tronics Addison project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,33,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TDK Corporation,,,TDK Corporation - TDK-Tronics Addison,4932,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TDK Corporation - Freiburg fab (was Micronas) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,13,USD million,project,project_total_cost,Europe & Mideast,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TDK Corporation,,,TDK Corporation - Freiburg fab (was Micronas),1610,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TDK Corporation - TDK-Tronics Fab 1 (Crolles) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,3,USD million,project,project_total_cost,Europe & Mideast,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TDK Corporation,,,TDK Corporation - TDK-Tronics Fab 1 (Crolles),2008,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Tekcore - Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,65,USD million,project,project_total_cost,中国台湾,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Tekcore,,,Tekcore - Fab 1,2891,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Tekcore - Fab 2 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,50,USD million,project,project_total_cost,中国台湾,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Tekcore,,,Tekcore - Fab 2,2892,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Tekcore - Fab 5 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,80,USD million,project,project_total_cost,中国台湾,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Tekcore,,,Tekcore - Fab 5,3396,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Teledyne DALSA - Edmonton fab (8-inch line) - was Micralyne project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,63,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Teledyne DALSA,,,Teledyne DALSA - Edmonton fab (8-inch line) - was Micralyne,5028,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Teledyne DALSA - Fab 4 - 6-inch line project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,50,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Teledyne DALSA,,,Teledyne DALSA - Fab 4 - 6-inch line,2895,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Teledyne DALSA - Fab 4 - 8-inch line project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,30,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Teledyne DALSA,,,Teledyne DALSA - Fab 4 - 8-inch line,3179,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Teledyne DALSA - Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,6,USD million,project,project_total_cost,美洲,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Teledyne DALSA,,,Teledyne DALSA - Fab 1,1454,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Teledyne DALSA - Edmonton fab (6-inch line) - was Micralyne project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,24,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Teledyne DALSA,,,Teledyne DALSA - Edmonton fab (6-inch line) - was Micralyne,9,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Texas Instruments - MFab (was National) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,44,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,Texas Instruments - MFab (was National),1326,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Texas Instruments - Miho 8 (was Miho 6)+ Miho 5 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,8.8,USD million,project,project_total_cost,日本,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,Texas Instruments - Miho 8 (was Miho 6)+ Miho 5,1076,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Texas Instruments - FFAB (8-inch line, inside former 6-inch) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,66,USD million,project,project_total_cost,Europe & Mideast,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,"Texas Instruments - FFAB (8-inch line, inside former 6-inch)",1793,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Texas Instruments - LFab 1 (+ Bldg 60), was Fab 2 Micron (3D X Point, part (IMFT) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,119,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,"Texas Instruments - LFab 1 (+ Bldg 60), was Fab 2 Micron (3D X Point, part (IMFT)",3834,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Texas Instruments - CFAB (was SMIC Fab 11A) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,44,USD million,project,project_total_cost,中国,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,Texas Instruments - CFAB (was SMIC Fab 11A),2298,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Texas Instruments - DFAB 150mm (South building) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,Texas Instruments - DFAB 150mm (South building),6668,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Texas Instruments - DHC (Dallas Heater Chip) Line project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,45,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,Texas Instruments - DHC (Dallas Heater Chip) Line,3610,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Texas Instruments - LFab 2 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12500,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,Texas Instruments - LFab 2,6435,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Texas Instruments - SM 1 (was S FAB 2) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,9310,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,Texas Instruments - SM 1 (was S FAB 2),6266,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Texas Instruments - SM 2 (was S FAB 3) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,9440,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,Texas Instruments - SM 2 (was S FAB 3),6267,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Texas Instruments - SM 3 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,11405,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,Texas Instruments - SM 3,6587,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Texas Instruments - SM 4 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,11350,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,Texas Instruments - SM 4,6588,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Texas Instruments - DMOS 6 300mm GaN Pilot Line project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,200,USD million,project,project_total_cost,美洲,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,,,Texas Instruments - DMOS 6 300mm GaN Pilot Line,6554,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Thai Microelectronics Center (TMEC) - Thai Microeclectronics Center (TMEC) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,150,USD million,project,project_total_cost,SE Asia,Other,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Thai Microelectronics Center (TMEC),,,Thai Microelectronics Center (TMEC) - Thai Microeclectronics Center (TMEC),2101,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
THAT Corporation - N/A project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,5,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,THAT Corporation,,,THAT Corporation - N/A,1465,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"The Fox Group, Inc. - Montreal fab project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,16,USD million,project,project_total_cost,美洲,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"The Fox Group, Inc.",,,"The Fox Group, Inc. - Montreal fab",3286,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Thorlabs Inc - Thorlabs Quantum Electronics project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10,USD million,project,project_total_cost,美洲,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Thorlabs Inc,,,Thorlabs Inc - Thorlabs Quantum Electronics,1941,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Times LED - n/a project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,15,USD million,project,project_total_cost,中国,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Times LED,,,Times LED - n/a,3301,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"TLC Precision Wafer Technology, Inc. - Fab 1 project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,美洲,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"TLC Precision Wafer Technology, Inc.",,,"TLC Precision Wafer Technology, Inc. - Fab 1",2287,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
TNO - Photonic Chip Pilot Line project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,185,USD million,project,project_total_cost,Europe & Mideast,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,TNO,,,TNO - Photonic Chip Pilot Line,6705,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Tonghui Electronics Corporation - Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,70,USD million,project,project_total_cost,中国,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Tonghui Electronics Corporation,,,Tonghui Electronics Corporation - Fab 1,3496,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
