nameCn,nameEn,objectTypeName,description,property.capex_amount,property.currency,property.period,property.capex_category,property.region,property.capacity_or_technology_purpose,property.data_source,property.company_name,property.previous_period_value,property.next_period_value,property.facility_name,property.facility_record_id,property.source_sheet,source_url
CorEnergy Semiconductor Technology Co. Ltd - New Zhangjiagang fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,100,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,CorEnergy Semiconductor Technology Co. Ltd,,,CorEnergy Semiconductor Technology Co. Ltd - New Zhangjiagang fab,5084,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
CR Microelectronics - Fab 2 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,182,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,CR Microelectronics,,,CR Microelectronics - Fab 2,1918,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
CR Microelectronics - Skysilicon (was ProMoS) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,36,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,CR Microelectronics,,,CR Microelectronics - Skysilicon (was ProMoS),1972,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
CR Microelectronics - New 200mm line project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,46,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,CR Microelectronics,,,CR Microelectronics - New 200mm line,6164,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
CrayoNano AS - CrayoNano project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,6,USD million,project,project_total_cost,Europe & Mideast,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,CrayoNano AS,,,CrayoNano AS - CrayoNano,3787,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Crocus Nano Electronics (CNE) - MRAM Fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,240,USD million,project,project_total_cost,Europe & Mideast,Memory,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Crocus Nano Electronics (CNE),,,Crocus Nano Electronics (CNE) - MRAM Fab,3404,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Crystal IS - Green Island facility project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,美洲,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Crystal IS,,,Crystal IS - Green Island facility,3661,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
CS Connected - Compound Semiconductor Foundry (was LG Semicon shell) used by IQE project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,205,USD million,project,project_total_cost,Europe & Mideast,EPI,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,CS Connected,,,CS Connected - Compound Semiconductor Foundry (was LG Semicon shell) used by IQE,4964,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
CST Global - Hamilton fab (former Intense) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10,USD million,project,project_total_cost,Europe & Mideast,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,CST Global,,,CST Global - Hamilton fab (former Intense),1892,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
CXMT (ChangXin Memory Technologies) - CXMT Hefei Fab A3 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,7560,USD million,project,project_total_cost,中国,Memory,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,CXMT (ChangXin Memory Technologies),,,CXMT (ChangXin Memory Technologies) - CXMT Hefei Fab A3,6482,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
CXMT (ChangXin Memory Technologies) - CXMT Beijing Fab 3 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,4800,USD million,project,project_total_cost,中国,Memory,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,CXMT (ChangXin Memory Technologies),,,CXMT (ChangXin Memory Technologies) - CXMT Beijing Fab 3,6485,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
CXMT (ChangXin Memory Technologies) - CXMT Shanghai Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12720,USD million,project,project_total_cost,中国,Memory,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,CXMT (ChangXin Memory Technologies),,,CXMT (ChangXin Memory Technologies) - CXMT Shanghai Fab 1,6703,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Dai Nippon Printing Co., Ltd - MEMS fab project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,35,USD million,project,project_total_cost,日本,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Dai Nippon Printing Co., Ltd",,,"Dai Nippon Printing Co., Ltd - MEMS fab",3259,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Dalian Universal Semiconductors - Zhuanghe fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,70,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Dalian Universal Semiconductors,,,Dalian Universal Semiconductors - Zhuanghe fab,4938,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Dalian Xinguan Technology - Dalian fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10,USD million,project,project_total_cost,中国,EPI,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Dalian Xinguan Technology,,,Dalian Xinguan Technology - Dalian fab,5052,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Darewin Opto - n/a project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,40,USD million,project,project_total_cost,中国,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Darewin Opto,,,Darewin Opto - n/a,3159,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
DB HiTek (was Dongbu Hi Tek) - Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,135,USD million,project,project_total_cost,韩国,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,DB HiTek (was Dongbu Hi Tek),,,DB HiTek (was Dongbu Hi Tek) - Fab 1,1498,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
DB HiTek (was Dongbu Hi Tek) - Fab 2 SiC Line project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,121,USD million,project,project_total_cost,韩国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,DB HiTek (was Dongbu Hi Tek),,,DB HiTek (was Dongbu Hi Tek) - Fab 2 SiC Line,6373,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
De Core Nanosemiconductor - Gandhi Nagar fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,15,USD million,project,project_total_cost,SE Asia,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,De Core Nanosemiconductor,,,De Core Nanosemiconductor - Gandhi Nagar fab,3229,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Defense Microelectronics Activity (DMEA) - ARMS (Bldg 620) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,100,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Defense Microelectronics Activity (DMEA),,,Defense Microelectronics Activity (DMEA) - ARMS (Bldg 620),2259,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
DenseLight Semiconductors - Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,30,USD million,project,project_total_cost,SE Asia,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,DenseLight Semiconductors,,,DenseLight Semiconductors - Fab 1,2375,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Denso Corporation - Kota (200mm) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,200,USD million,project,project_total_cost,日本,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Denso Corporation,,,Denso Corporation - Kota (200mm),2172,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Denso Corporation - Kota (#705 & #702) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,75,USD million,project,project_total_cost,日本,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Denso Corporation,,,Denso Corporation - Kota (#705 & #702),725,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Denso Corporation - Building A (was Toyota Industries Corp) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,50,USD million,project,project_total_cost,日本,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Denso Corporation,,,Denso Corporation - Building A (was Toyota Industries Corp),1139,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Denso Corporation - Building B (was Toyota Industries Corp) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,360,USD million,project,project_total_cost,日本,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Denso Corporation,,,Denso Corporation - Building B (was Toyota Industries Corp),3624,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Denso Corporation - Denso Research project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,5,USD million,project,project_total_cost,日本,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Denso Corporation,,,Denso Corporation - Denso Research,2176,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Denso Corporation - SiC R&D fab (was Toyota Industries Corp) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,150,USD million,project,project_total_cost,日本,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Denso Corporation,,,Denso Corporation - SiC R&D fab (was Toyota Industries Corp),3871,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Denso Corporation - HQ 5"" fab project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,36,USD million,project,project_total_cost,日本,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Denso Corporation,,,"Denso Corporation - HQ 5"" fab",3890,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Denso Corporation - Denso Iwate (was Fujitsu) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,34,USD million,project,project_total_cost,日本,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Denso Corporation,,,Denso Corporation - Denso Iwate (was Fujitsu),187,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
DiCon - Richmond HQ project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,20,USD million,project,project_total_cost,美洲,MEMS,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,DiCon,,,DiCon - Richmond HQ,5076,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Diodes Inc. - Zizhu Fab 1 (8-inch line) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,10.4,USD million,project,project_total_cost,中国,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Diodes Inc.,,,Diodes Inc. - Zizhu Fab 1 (8-inch line),1988,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Diodes Inc. - G Fab (8-inch line) (was TI, was National Semi_ project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,30,USD million,project,project_total_cost,Europe & Mideast,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Diodes Inc.,,,"Diodes Inc. - G Fab (8-inch line) (was TI, was National Semi_",6133,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Diodes Inc. - G Fab (6-inch line) (was TI, was National Semi_ project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,122,USD million,project,project_total_cost,Europe & Mideast,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Diodes Inc.,,,"Diodes Inc. - G Fab (6-inch line) (was TI, was National Semi_",659,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Diodes Inc. - Fab 2 (former BCD) project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,12,USD million,project,project_total_cost,中国,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Diodes Inc.,,,Diodes Inc. - Fab 2 (former BCD),1897,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Diodes Inc. - Manchester Fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,14,USD million,project,project_total_cost,Europe & Mideast,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Diodes Inc.,,,Diodes Inc. - Manchester Fab,1220,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Diodes Inc. - SPFAB (was OnSemi, was Fairchild) project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,24,USD million,project,project_total_cost,美洲,Analog,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Diodes Inc.,,,"Diodes Inc. - SPFAB (was OnSemi, was Fairchild)",667,Project Spending,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Diotec Semiconductor AG - Heitersheim HQ project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,48,USD million,project,project_total_cost,Europe & Mideast,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Diotec Semiconductor AG,,,Diotec Semiconductor AG - Heitersheim HQ,3541,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Diotec Semiconductor AG - Semikron d.o.o Slovenia project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,50,USD million,project,project_total_cost,Europe & Mideast,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Diotec Semiconductor AG,,,Diotec Semiconductor AG - Semikron d.o.o Slovenia,3542,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
"Dowa Electronics Materials Co., Ltd. - DOWA Semicondcutor Akita project capital expenditure (SEMI WFF)",,资本开支,SEMI WFF 工厂级资本开支观测。,28,USD million,project,project_total_cost,日本,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,"Dowa Electronics Materials Co., Ltd.",,,"Dowa Electronics Materials Co., Ltd. - DOWA Semicondcutor Akita",3699,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
DRIX - N/A project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,16,USD million,project,project_total_cost,Europe & Mideast,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,DRIX,,,DRIX - N/A,1688,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Dynax Semiconductor Inc. - Fab 1 project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,30,USD million,project,project_total_cost,中国,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Dynax Semiconductor Inc.,,,Dynax Semiconductor Inc. - Fab 1,3833,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Electronics Industry Public Company (EIC) - EIC Semi project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,9,USD million,project,project_total_cost,SE Asia,Discrete,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Electronics Industry Public Company (EIC),,,Electronics Industry Public Company (EIC) - EIC Semi,2491,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
EM Microelectronic - Marin SA - Marin fab project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,48,USD million,project,project_total_cost,Europe & Mideast,Logic&Micro,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,EM Microelectronic - Marin SA,,,EM Microelectronic - Marin SA - Marin fab,530,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Emcore Corporation - InP Fab Alhambra project capital expenditure (SEMI WFF),,资本开支,SEMI WFF 工厂级资本开支观测。,15,USD million,project,project_total_cost,美洲,Opto,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Emcore Corporation,,,Emcore Corporation - InP Fab Alhambra,4968,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
